code,year,type,count
03205,2016,ひったくり,0
03205,2016,オートバイ盗,0
03205,2016,自動販売機ねらい,0
03205,2016,自動車盗,0
03205,2016,自転車盗,0
03205,2016,車上ねらい,0
03205,2016,部品ねらい,0
03205,2017,ひったくり,0
03205,2017,オートバイ盗,0
03205,2017,自動販売機ねらい,1
03205,2017,自動車盗,0
03205,2017,自転車盗,0
03205,2017,車上ねらい,0
03205,2017,部品ねらい,0
03205,2018,ひったくり,1
03205,2018,オートバイ盗,0
03205,2018,自動販売機ねらい,0
03205,2018,自動車盗,0
03205,2018,自転車盗,36
03205,2018,車上ねらい,24
03205,2018,部品ねらい,2
03205,2019,ひったくり,0
03205,2019,オートバイ盗,0
03205,2019,自動販売機ねらい,1
03205,2019,自動車盗,1
03205,2019,自転車盗,50
03205,2019,車上ねらい,7
03205,2019,部品ねらい,1
03205,2020,ひったくり,0
03205,2020,オートバイ盗,0
03205,2020,自動販売機ねらい,0
03205,2020,自動車盗,0
03205,2020,自転車盗,28
03205,2020,車上ねらい,9
03205,2020,部品ねらい,1
03205,2021,ひったくり,0
03205,2021,オートバイ盗,0
03205,2021,自動販売機ねらい,0
03205,2021,自動車盗,0
03205,2021,自転車盗,14
03205,2021,車上ねらい,8
03205,2021,部品ねらい,1
03205,2022,ひったくり,0
03205,2022,オートバイ盗,0
03205,2022,自動販売機ねらい,0
03205,2022,自動車盗,1
03205,2022,自転車盗,32
03205,2022,車上ねらい,5
03205,2022,部品ねらい,1
03205,2023,ひったくり,0
03205,2023,オートバイ盗,0
03205,2023,自動販売機ねらい,0
03205,2023,自動車盗,4
03205,2023,自転車盗,25
03205,2023,車上ねらい,7
03205,2023,部品ねらい,2
03205,2024,ひったくり,0
03205,2024,オートバイ盗,0
03205,2024,自動販売機ねらい,1
03205,2024,自動車盗,1
03205,2024,自転車盗,29
03205,2024,車上ねらい,11
03205,2024,部品ねらい,5
03205,2025,ひったくり,0
03205,2025,オートバイ盗,0
03205,2025,自動販売機ねらい,0
03205,2025,自動車盗,0
03205,2025,自転車盗,28
03205,2025,車上ねらい,1
03205,2025,部品ねらい,0
03206,2016,ひったくり,0
03206,2016,オートバイ盗,0
03206,2016,自動販売機ねらい,0
03206,2016,自動車盗,0
03206,2016,自転車盗,0
03206,2016,車上ねらい,0
03206,2016,部品ねらい,0
03206,2017,ひったくり,0
03206,2017,オートバイ盗,0
03206,2017,自動販売機ねらい,1
03206,2017,自動車盗,0
03206,2017,自転車盗,1
03206,2017,車上ねらい,0
03206,2017,部品ねらい,0
03206,2018,ひったくり,0
03206,2018,オートバイ盗,0
03206,2018,自動販売機ねらい,3
03206,2018,自動車盗,1
03206,2018,自転車盗,50
03206,2018,車上ねらい,17
03206,2018,部品ねらい,2
03206,2019,ひったくり,0
03206,2019,オートバイ盗,0
03206,2019,自動販売機ねらい,3
03206,2019,自動車盗,1
03206,2019,自転車盗,56
03206,2019,車上ねらい,17
03206,2019,部品ねらい,1
03206,2020,ひったくり,0
03206,2020,オートバイ盗,0
03206,2020,自動販売機ねらい,0
03206,2020,自動車盗,1
03206,2020,自転車盗,37
03206,2020,車上ねらい,9
03206,2020,部品ねらい,2
03206,2021,ひったくり,1
03206,2021,オートバイ盗,0
03206,2021,自動販売機ねらい,1
03206,2021,自動車盗,4
03206,2021,自転車盗,28
03206,2021,車上ねらい,3
03206,2021,部品ねらい,1
03206,2022,ひったくり,0
03206,2022,オートバイ盗,0
03206,2022,自動販売機ねらい,2
03206,2022,自動車盗,1
03206,2022,自転車盗,24
03206,2022,車上ねらい,8
03206,2022,部品ねらい,2
03206,2023,ひったくり,0
03206,2023,オートバイ盗,0
03206,2023,自動販売機ねらい,1
03206,2023,自動車盗,2
03206,2023,自転車盗,20
03206,2023,車上ねらい,8
03206,2023,部品ねらい,1
03206,2024,ひったくり,0
03206,2024,オートバイ盗,0
03206,2024,自動販売機ねらい,1
03206,2024,自動車盗,2
03206,2024,自転車盗,72
03206,2024,車上ねらい,15
03206,2024,部品ねらい,3
03206,2025,ひったくり,0
03206,2025,オートバイ盗,0
03206,2025,自動販売機ねらい,0
03206,2025,自動車盗,0
03206,2025,自転車盗,59
03206,2025,車上ねらい,18
03206,2025,部品ねらい,4
03207,2016,ひったくり,0
03207,2016,オートバイ盗,0
03207,2016,自動販売機ねらい,0
03207,2016,自動車盗,0
03207,2016,自転車盗,0
03207,2016,車上ねらい,0
03207,2016,部品ねらい,0
03207,2017,ひったくり,0
03207,2017,オートバイ盗,0
03207,2017,自動販売機ねらい,0
03207,2017,自動車盗,0
03207,2017,自転車盗,0
03207,2017,車上ねらい,0
03207,2017,部品ねらい,0
03207,2018,ひったくり,0
03207,2018,オートバイ盗,1
03207,2018,自動販売機ねらい,1
03207,2018,自動車盗,3
03207,2018,自転車盗,10
03207,2018,車上ねらい,5
03207,2018,部品ねらい,2
03207,2019,ひったくり,0
03207,2019,オートバイ盗,0
03207,2019,自動販売機ねらい,1
03207,2019,自動車盗,1
03207,2019,自転車盗,4
03207,2019,車上ねらい,4
03207,2019,部品ねらい,1
03207,2020,ひったくり,0
03207,2020,オートバイ盗,1
03207,2020,自動販売機ねらい,0
03207,2020,自動車盗,0
03207,2020,自転車盗,5
03207,2020,車上ねらい,6
03207,2020,部品ねらい,0
03207,2021,ひったくり,0
03207,2021,オートバイ盗,0
03207,2021,自動販売機ねらい,0
03207,2021,自動車盗,0
03207,2021,自転車盗,4
03207,2021,車上ねらい,6
03207,2021,部品ねらい,0
03207,2022,ひったくり,0
03207,2022,オートバイ盗,0
03207,2022,自動販売機ねらい,2
03207,2022,自動車盗,1
03207,2022,自転車盗,5
03207,2022,車上ねらい,5
03207,2022,部品ねらい,0
03207,2023,ひったくり,0
03207,2023,オートバイ盗,0
03207,2023,自動販売機ねらい,0
03207,2023,自動車盗,0
03207,2023,自転車盗,6
03207,2023,車上ねらい,2
03207,2023,部品ねらい,1
03207,2024,ひったくり,0
03207,2024,オートバイ盗,0
03207,2024,自動販売機ねらい,0
03207,2024,自動車盗,0
03207,2024,自転車盗,3
03207,2024,車上ねらい,2
03207,2024,部品ねらい,1
03207,2025,ひったくり,0
03207,2025,オートバイ盗,0
03207,2025,自動販売機ねらい,0
03207,2025,自動車盗,1
03207,2025,自転車盗,4
03207,2025,車上ねらい,4
03207,2025,部品ねらい,0
03208,2016,ひったくり,0
03208,2016,オートバイ盗,0
03208,2016,自動販売機ねらい,0
03208,2016,自動車盗,0
03208,2016,自転車盗,0
03208,2016,車上ねらい,0
03208,2016,部品ねらい,0
03208,2017,ひったくり,0
03208,2017,オートバイ盗,0
03208,2017,自動販売機ねらい,0
03208,2017,自動車盗,0
03208,2017,自転車盗,0
03208,2017,車上ねらい,4
03208,2017,部品ねらい,0
03208,2018,ひったくり,0
03208,2018,オートバイ盗,0
03208,2018,自動販売機ねらい,1
03208,2018,自動車盗,0
03208,2018,自転車盗,3
03208,2018,車上ねらい,2
03208,2018,部品ねらい,1
03208,2019,ひったくり,0
03208,2019,オートバイ盗,0
03208,2019,自動販売機ねらい,0
03208,2019,自動車盗,0
03208,2019,自転車盗,5
03208,2019,車上ねらい,4
03208,2019,部品ねらい,0
03208,2020,ひったくり,0
03208,2020,オートバイ盗,0
03208,2020,自動販売機ねらい,0
03208,2020,自動車盗,0
03208,2020,自転車盗,6
03208,2020,車上ねらい,1
03208,2020,部品ねらい,0
03208,2021,ひったくり,0
03208,2021,オートバイ盗,0
03208,2021,自動販売機ねらい,0
03208,2021,自動車盗,0
03208,2021,自転車盗,3
03208,2021,車上ねらい,4
03208,2021,部品ねらい,0
03208,2022,ひったくり,0
03208,2022,オートバイ盗,0
03208,2022,自動販売機ねらい,0
03208,2022,自動車盗,0
03208,2022,自転車盗,1
03208,2022,車上ねらい,0
03208,2022,部品ねらい,0
03208,2023,ひったくり,0
03208,2023,オートバイ盗,1
03208,2023,自動販売機ねらい,0
03208,2023,自動車盗,0
03208,2023,自転車盗,2
03208,2023,車上ねらい,2
03208,2023,部品ねらい,1
03208,2024,ひったくり,0
03208,2024,オートバイ盗,0
03208,2024,自動販売機ねらい,0
03208,2024,自動車盗,0
03208,2024,自転車盗,2
03208,2024,車上ねらい,3
03208,2024,部品ねらい,0
03208,2025,ひったくり,0
03208,2025,オートバイ盗,0
03208,2025,自動販売機ねらい,0
03208,2025,自動車盗,0
03208,2025,自転車盗,1
03208,2025,車上ねらい,1
03208,2025,部品ねらい,0
03209,2016,ひったくり,0
03209,2016,オートバイ盗,0
03209,2016,自動販売機ねらい,0
03209,2016,自動車盗,0
03209,2016,自転車盗,0
03209,2016,車上ねらい,0
03209,2016,部品ねらい,0
03209,2017,ひったくり,0
03209,2017,オートバイ盗,0
03209,2017,自動販売機ねらい,0
03209,2017,自動車盗,0
03209,2017,自転車盗,0
03209,2017,車上ねらい,0
03209,2017,部品ねらい,0
03209,2018,ひったくり,1
03209,2018,オートバイ盗,1
03209,2018,自動販売機ねらい,0
03209,2018,自動車盗,3
03209,2018,自転車盗,19
03209,2018,車上ねらい,6
03209,2018,部品ねらい,7
03209,2019,ひったくり,0
03209,2019,オートバイ盗,0
03209,2019,自動販売機ねらい,4
03209,2019,自動車盗,1
03209,2019,自転車盗,31
03209,2019,車上ねらい,14
03209,2019,部品ねらい,4
03209,2020,ひったくり,0
03209,2020,オートバイ盗,0
03209,2020,自動販売機ねらい,2
03209,2020,自動車盗,0
03209,2020,自転車盗,15
03209,2020,車上ねらい,3
03209,2020,部品ねらい,0
03209,2021,ひったくり,0
03209,2021,オートバイ盗,0
03209,2021,自動販売機ねらい,2
03209,2021,自動車盗,3
03209,2021,自転車盗,18
03209,2021,車上ねらい,5
03209,2021,部品ねらい,1
03209,2022,ひったくり,0
03209,2022,オートバイ盗,0
03209,2022,自動販売機ねらい,1
03209,2022,自動車盗,0
03209,2022,自転車盗,7
03209,2022,車上ねらい,10
03209,2022,部品ねらい,0
03209,2023,ひったくり,0
03209,2023,オートバイ盗,1
03209,2023,自動販売機ねらい,0
03209,2023,自動車盗,0
03209,2023,自転車盗,28
03209,2023,車上ねらい,14
03209,2023,部品ねらい,2
03209,2024,ひったくり,0
03209,2024,オートバイ盗,0
03209,2024,自動販売機ねらい,0
03209,2024,自動車盗,0
03209,2024,自転車盗,17
03209,2024,車上ねらい,11
03209,2024,部品ねらい,1
03209,2025,ひったくり,1
03209,2025,オートバイ盗,0
03209,2025,自動販売機ねらい,2
03209,2025,自動車盗,2
03209,2025,自転車盗,19
03209,2025,車上ねらい,9
03209,2025,部品ねらい,4
03210,2016,ひったくり,0
03210,2016,オートバイ盗,0
03210,2016,自動販売機ねらい,0
03210,2016,自動車盗,0
03210,2016,自転車盗,0
03210,2016,車上ねらい,0
03210,2016,部品ねらい,0
03210,2017,ひったくり,0
03210,2017,オートバイ盗,0
03210,2017,自動販売機ねらい,0
03210,2017,自動車盗,0
03210,2017,自転車盗,0
03210,2017,車上ねらい,0
03210,2017,部品ねらい,0
03210,2018,ひったくり,0
03210,2018,オートバイ盗,0
03210,2018,自動販売機ねらい,0
03210,2018,自動車盗,0
03210,2018,自転車盗,0
03210,2018,車上ねらい,0
03210,2018,部品ねらい,0
03210,2019,ひったくり,0
03210,2019,オートバイ盗,0
03210,2019,自動販売機ねらい,4
03210,2019,自動車盗,0
03210,2019,自転車盗,0
03210,2019,車上ねらい,0
03210,2019,部品ねらい,0
03210,2020,ひったくり,0
03210,2020,オートバイ盗,0
03210,2020,自動販売機ねらい,0
03210,2020,自動車盗,0
03210,2020,自転車盗,1
03210,2020,車上ねらい,2
03210,2020,部品ねらい,0
03210,2021,ひったくり,0
03210,2021,オートバイ盗,0
03210,2021,自動販売機ねらい,0
03210,2021,自動車盗,0
03210,2021,自転車盗,0
03210,2021,車上ねらい,0
03210,2021,部品ねらい,0
03210,2022,ひったくり,0
03210,2022,オートバイ盗,0
03210,2022,自動販売機ねらい,0
03210,2022,自動車盗,0
03210,2022,自転車盗,1
03210,2022,車上ねらい,0
03210,2022,部品ねらい,0
03210,2023,ひったくり,0
03210,2023,オートバイ盗,0
03210,2023,自動販売機ねらい,2
03210,2023,自動車盗,0
03210,2023,自転車盗,0
03210,2023,車上ねらい,0
03210,2023,部品ねらい,1
03210,2024,ひったくり,0
03210,2024,オートバイ盗,0
03210,2024,自動販売機ねらい,0
03210,2024,自動車盗,0
03210,2024,自転車盗,0
03210,2024,車上ねらい,0
03210,2024,部品ねらい,1
03210,2025,ひったくり,0
03210,2025,オートバイ盗,0
03210,2025,自動販売機ねらい,0
03210,2025,自動車盗,0
03210,2025,自転車盗,1
03210,2025,車上ねらい,0
03210,2025,部品ねらい,0
03211,2016,ひったくり,0
03211,2016,オートバイ盗,0
03211,2016,自動販売機ねらい,0
03211,2016,自動車盗,0
03211,2016,自転車盗,0
03211,2016,車上ねらい,0
03211,2016,部品ねらい,0
03211,2017,ひったくり,0
03211,2017,オートバイ盗,0
03211,2017,自動販売機ねらい,0
03211,2017,自動車盗,0
03211,2017,自転車盗,0
03211,2017,車上ねらい,0
03211,2017,部品ねらい,6
03211,2018,ひったくり,0
03211,2018,オートバイ盗,0
03211,2018,自動販売機ねらい,0
03211,2018,自動車盗,0
03211,2018,自転車盗,3
03211,2018,車上ねらい,3
03211,2018,部品ねらい,8
03211,2019,ひったくり,0
03211,2019,オートバイ盗,0
03211,2019,自動販売機ねらい,0
03211,2019,自動車盗,0
03211,2019,自転車盗,5
03211,2019,車上ねらい,2
03211,2019,部品ねらい,0
03211,2020,ひったくり,0
03211,2020,オートバイ盗,0
03211,2020,自動販売機ねらい,0
03211,2020,自動車盗,0
03211,2020,自転車盗,3
03211,2020,車上ねらい,1
03211,2020,部品ねらい,0
03211,2021,ひったくり,0
03211,2021,オートバイ盗,0
03211,2021,自動販売機ねらい,0
03211,2021,自動車盗,0
03211,2021,自転車盗,2
03211,2021,車上ねらい,1
03211,2021,部品ねらい,0
03211,2022,ひったくり,0
03211,2022,オートバイ盗,0
03211,2022,自動販売機ねらい,0
03211,2022,自動車盗,0
03211,2022,自転車盗,7
03211,2022,車上ねらい,1
03211,2022,部品ねらい,0
03211,2023,ひったくり,0
03211,2023,オートバイ盗,0
03211,2023,自動販売機ねらい,0
03211,2023,自動車盗,1
03211,2023,自転車盗,10
03211,2023,車上ねらい,2
03211,2023,部品ねらい,0
03211,2024,ひったくり,0
03211,2024,オートバイ盗,0
03211,2024,自動販売機ねらい,0
03211,2024,自動車盗,0
03211,2024,自転車盗,1
03211,2024,車上ねらい,0
03211,2024,部品ねらい,0
03211,2025,ひったくり,0
03211,2025,オートバイ盗,0
03211,2025,自動販売機ねらい,0
03211,2025,自動車盗,0
03211,2025,自転車盗,2
03211,2025,車上ねらい,1
03211,2025,部品ねらい,3
03213,2016,ひったくり,0
03213,2016,オートバイ盗,0
03213,2016,自動販売機ねらい,0
03213,2016,自動車盗,0
03213,2016,自転車盗,0
03213,2016,車上ねらい,0
03213,2016,部品ねらい,0
03213,2017,ひったくり,0
03213,2017,オートバイ盗,0
03213,2017,自動販売機ねらい,0
03213,2017,自動車盗,0
03213,2017,自転車盗,0
03213,2017,車上ねらい,0
03213,2017,部品ねらい,0
03213,2018,ひったくり,0
03213,2018,オートバイ盗,0
03213,2018,自動販売機ねらい,0
03213,2018,自動車盗,0
03213,2018,自転車盗,1
03213,2018,車上ねらい,1
03213,2018,部品ねらい,0
03213,2019,ひったくり,0
03213,2019,オートバイ盗,0
03213,2019,自動販売機ねらい,0
03213,2019,自動車盗,0
03213,2019,自転車盗,1
03213,2019,車上ねらい,2
03213,2019,部品ねらい,0
03213,2020,ひったくり,0
03213,2020,オートバイ盗,0
03213,2020,自動販売機ねらい,0
03213,2020,自動車盗,0
03213,2020,自転車盗,2
03213,2020,車上ねらい,0
03213,2020,部品ねらい,0
03213,2021,ひったくり,0
03213,2021,オートバイ盗,0
03213,2021,自動販売機ねらい,0
03213,2021,自動車盗,0
03213,2021,自転車盗,2
03213,2021,車上ねらい,1
03213,2021,部品ねらい,0
03213,2022,ひったくり,0
03213,2022,オートバイ盗,0
03213,2022,自動販売機ねらい,0
03213,2022,自動車盗,0
03213,2022,自転車盗,0
03213,2022,車上ねらい,7
03213,2022,部品ねらい,0
03213,2023,ひったくり,0
03213,2023,オートバイ盗,0
03213,2023,自動販売機ねらい,0
03213,2023,自動車盗,0
03213,2023,自転車盗,0
03213,2023,車上ねらい,1
03213,2023,部品ねらい,0
03213,2024,ひったくり,0
03213,2024,オートバイ盗,0
03213,2024,自動販売機ねらい,1
03213,2024,自動車盗,0
03213,2024,自転車盗,5
03213,2024,車上ねらい,1
03213,2024,部品ねらい,1
03213,2025,ひったくり,0
03213,2025,オートバイ盗,0
03213,2025,自動販売機ねらい,1
03213,2025,自動車盗,0
03213,2025,自転車盗,0
03213,2025,車上ねらい,0
03213,2025,部品ねらい,0
03214,2016,ひったくり,0
03214,2016,オートバイ盗,0
03214,2016,自動販売機ねらい,0
03214,2016,自動車盗,0
03214,2016,自転車盗,0
03214,2016,車上ねらい,0
03214,2016,部品ねらい,0
03214,2017,ひったくり,0
03214,2017,オートバイ盗,0
03214,2017,自動販売機ねらい,0
03214,2017,自動車盗,0
03214,2017,自転車盗,0
03214,2017,車上ねらい,0
03214,2017,部品ねらい,0
03214,2018,ひったくり,0
03214,2018,オートバイ盗,0
03214,2018,自動販売機ねらい,1
03214,2018,自動車盗,0
03214,2018,自転車盗,1
03214,2018,車上ねらい,2
03214,2018,部品ねらい,0
03214,2019,ひったくり,0
03214,2019,オートバイ盗,2
03214,2019,自動販売機ねらい,0
03214,2019,自動車盗,0
03214,2019,自転車盗,0
03214,2019,車上ねらい,4
03214,2019,部品ねらい,1
03214,2020,ひったくり,0
03214,2020,オートバイ盗,0
03214,2020,自動販売機ねらい,0
03214,2020,自動車盗,0
03214,2020,自転車盗,0
03214,2020,車上ねらい,0
03214,2020,部品ねらい,0
03214,2021,ひったくり,0
03214,2021,オートバイ盗,1
03214,2021,自動販売機ねらい,0
03214,2021,自動車盗,0
03214,2021,自転車盗,1
03214,2021,車上ねらい,1
03214,2021,部品ねらい,0
03214,2022,ひったくり,0
03214,2022,オートバイ盗,0
03214,2022,自動販売機ねらい,0
03214,2022,自動車盗,0
03214,2022,自転車盗,1
03214,2022,車上ねらい,3
03214,2022,部品ねらい,0
03214,2023,ひったくり,0
03214,2023,オートバイ盗,0
03214,2023,自動販売機ねらい,1
03214,2023,自動車盗,0
03214,2023,自転車盗,0
03214,2023,車上ねらい,1
03214,2023,部品ねらい,0
03214,2024,ひったくり,0
03214,2024,オートバイ盗,1
03214,2024,自動販売機ねらい,1
03214,2024,自動車盗,0
03214,2024,自転車盗,0
03214,2024,車上ねらい,0
03214,2024,部品ねらい,0
03214,2025,ひったくり,0
03214,2025,オートバイ盗,0
03214,2025,自動販売機ねらい,0
03214,2025,自動車盗,0
03214,2025,自転車盗,1
03214,2025,車上ねらい,0
03214,2025,部品ねらい,0
03215,2016,ひったくり,0
03215,2016,オートバイ盗,0
03215,2016,自動販売機ねらい,0
03215,2016,自動車盗,0
03215,2016,自転車盗,0
03215,2016,車上ねらい,0
03215,2016,部品ねらい,0
03215,2017,ひったくり,0
03215,2017,オートバイ盗,0
03215,2017,自動販売機ねらい,0
03215,2017,自動車盗,0
03215,2017,自転車盗,1
03215,2017,車上ねらい,0
03215,2017,部品ねらい,0
03215,2018,ひったくり,0
03215,2018,オートバイ盗,0
03215,2018,自動販売機ねらい,1
03215,2018,自動車盗,2
03215,2018,自転車盗,25
03215,2018,車上ねらい,16
03215,2018,部品ねらい,6
03215,2019,ひったくり,0
03215,2019,オートバイ盗,0
03215,2019,自動販売機ねらい,3
03215,2019,自動車盗,1
03215,2019,自転車盗,34
03215,2019,車上ねらい,14
03215,2019,部品ねらい,2
03215,2020,ひったくり,0
03215,2020,オートバイ盗,0
03215,2020,自動販売機ねらい,3
03215,2020,自動車盗,1
03215,2020,自転車盗,16
03215,2020,車上ねらい,5
03215,2020,部品ねらい,1
03215,2021,ひったくり,0
03215,2021,オートバイ盗,0
03215,2021,自動販売機ねらい,1
03215,2021,自動車盗,0
03215,2021,自転車盗,22
03215,2021,車上ねらい,11
03215,2021,部品ねらい,1
03215,2022,ひったくり,0
03215,2022,オートバイ盗,0
03215,2022,自動販売機ねらい,1
03215,2022,自動車盗,1
03215,2022,自転車盗,21
03215,2022,車上ねらい,5
03215,2022,部品ねらい,1
03215,2023,ひったくり,0
03215,2023,オートバイ盗,0
03215,2023,自動販売機ねらい,2
03215,2023,自動車盗,0
03215,2023,自転車盗,36
03215,2023,車上ねらい,8
03215,2023,部品ねらい,0
03215,2024,ひったくり,0
03215,2024,オートバイ盗,0
03215,2024,自動販売機ねらい,2
03215,2024,自動車盗,4
03215,2024,自転車盗,31
03215,2024,車上ねらい,14
03215,2024,部品ねらい,5
03215,2025,ひったくり,1
03215,2025,オートバイ盗,0
03215,2025,自動販売機ねらい,1
03215,2025,自動車盗,1
03215,2025,自転車盗,22
03215,2025,車上ねらい,3
03215,2025,部品ねらい,0
03216,2016,ひったくり,0
03216,2016,オートバイ盗,0
03216,2016,自動販売機ねらい,0
03216,2016,自動車盗,0
03216,2016,自転車盗,0
03216,2016,車上ねらい,0
03216,2016,部品ねらい,0
03216,2017,ひったくり,0
03216,2017,オートバイ盗,0
03216,2017,自動販売機ねらい,0
03216,2017,自動車盗,0
03216,2017,自転車盗,0
