code,year,type,count
03216,2017,車上ねらい,0
03216,2017,部品ねらい,0
03216,2018,ひったくり,0
03216,2018,オートバイ盗,0
03216,2018,自動販売機ねらい,0
03216,2018,自動車盗,2
03216,2018,自転車盗,14
03216,2018,車上ねらい,15
03216,2018,部品ねらい,1
03216,2019,ひったくり,0
03216,2019,オートバイ盗,0
03216,2019,自動販売機ねらい,2
03216,2019,自動車盗,0
03216,2019,自転車盗,16
03216,2019,車上ねらい,3
03216,2019,部品ねらい,3
03216,2020,ひったくり,0
03216,2020,オートバイ盗,0
03216,2020,自動販売機ねらい,0
03216,2020,自動車盗,0
03216,2020,自転車盗,4
03216,2020,車上ねらい,4
03216,2020,部品ねらい,0
03216,2021,ひったくり,0
03216,2021,オートバイ盗,0
03216,2021,自動販売機ねらい,0
03216,2021,自動車盗,0
03216,2021,自転車盗,4
03216,2021,車上ねらい,3
03216,2021,部品ねらい,1
03216,2022,ひったくり,0
03216,2022,オートバイ盗,0
03216,2022,自動販売機ねらい,0
03216,2022,自動車盗,0
03216,2022,自転車盗,7
03216,2022,車上ねらい,4
03216,2022,部品ねらい,0
03216,2023,ひったくり,0
03216,2023,オートバイ盗,0
03216,2023,自動販売機ねらい,0
03216,2023,自動車盗,1
03216,2023,自転車盗,9
03216,2023,車上ねらい,8
03216,2023,部品ねらい,2
03216,2024,ひったくり,0
03216,2024,オートバイ盗,0
03216,2024,自動販売機ねらい,0
03216,2024,自動車盗,0
03216,2024,自転車盗,9
03216,2024,車上ねらい,3
03216,2024,部品ねらい,0
03216,2025,ひったくり,0
03216,2025,オートバイ盗,2
03216,2025,自動販売機ねらい,1
03216,2025,自動車盗,1
03216,2025,自転車盗,3
03216,2025,車上ねらい,4
03216,2025,部品ねらい,0
03301,2016,ひったくり,0
03301,2016,オートバイ盗,0
03301,2016,自動販売機ねらい,0
03301,2016,自動車盗,0
03301,2016,自転車盗,0
03301,2016,車上ねらい,0
03301,2016,部品ねらい,0
03301,2017,ひったくり,0
03301,2017,オートバイ盗,0
03301,2017,自動販売機ねらい,0
03301,2017,自動車盗,0
03301,2017,自転車盗,0
03301,2017,車上ねらい,0
03301,2017,部品ねらい,0
03301,2018,ひったくり,0
03301,2018,オートバイ盗,0
03301,2018,自動販売機ねらい,1
03301,2018,自動車盗,0
03301,2018,自転車盗,3
03301,2018,車上ねらい,2
03301,2018,部品ねらい,1
03301,2019,ひったくり,0
03301,2019,オートバイ盗,0
03301,2019,自動販売機ねらい,1
03301,2019,自動車盗,0
03301,2019,自転車盗,0
03301,2019,車上ねらい,4
03301,2019,部品ねらい,0
03301,2020,ひったくり,0
03301,2020,オートバイ盗,0
03301,2020,自動販売機ねらい,0
03301,2020,自動車盗,1
03301,2020,自転車盗,0
03301,2020,車上ねらい,2
03301,2020,部品ねらい,0
03301,2021,ひったくり,0
03301,2021,オートバイ盗,0
03301,2021,自動販売機ねらい,0
03301,2021,自動車盗,0
03301,2021,自転車盗,1
03301,2021,車上ねらい,4
03301,2021,部品ねらい,0
03301,2022,ひったくり,0
03301,2022,オートバイ盗,0
03301,2022,自動販売機ねらい,0
03301,2022,自動車盗,0
03301,2022,自転車盗,0
03301,2022,車上ねらい,1
03301,2022,部品ねらい,0
03301,2023,ひったくり,0
03301,2023,オートバイ盗,0
03301,2023,自動販売機ねらい,0
03301,2023,自動車盗,0
03301,2023,自転車盗,2
03301,2023,車上ねらい,2
03301,2023,部品ねらい,2
03301,2024,ひったくり,0
03301,2024,オートバイ盗,0
03301,2024,自動販売機ねらい,0
03301,2024,自動車盗,0
03301,2024,自転車盗,4
03301,2024,車上ねらい,0
03301,2024,部品ねらい,0
03301,2025,ひったくり,0
03301,2025,オートバイ盗,0
03301,2025,自動販売機ねらい,4
03301,2025,自動車盗,1
03301,2025,自転車盗,1
03301,2025,車上ねらい,2
03301,2025,部品ねらい,0
03302,2016,ひったくり,0
03302,2016,オートバイ盗,0
03302,2016,自動販売機ねらい,0
03302,2016,自動車盗,0
03302,2016,自転車盗,0
03302,2016,車上ねらい,0
03302,2016,部品ねらい,0
03302,2017,ひったくり,0
03302,2017,オートバイ盗,0
03302,2017,自動販売機ねらい,0
03302,2017,自動車盗,0
03302,2017,自転車盗,0
03302,2017,車上ねらい,0
03302,2017,部品ねらい,0
03302,2018,ひったくり,0
03302,2018,オートバイ盗,0
03302,2018,自動販売機ねらい,0
03302,2018,自動車盗,0
03302,2018,自転車盗,0
03302,2018,車上ねらい,0
03302,2018,部品ねらい,0
03302,2019,ひったくり,0
03302,2019,オートバイ盗,0
03302,2019,自動販売機ねらい,0
03302,2019,自動車盗,0
03302,2019,自転車盗,0
03302,2019,車上ねらい,0
03302,2019,部品ねらい,1
03302,2020,ひったくり,0
03302,2020,オートバイ盗,0
03302,2020,自動販売機ねらい,0
03302,2020,自動車盗,0
03302,2020,自転車盗,0
03302,2020,車上ねらい,0
03302,2020,部品ねらい,0
03302,2021,ひったくり,0
03302,2021,オートバイ盗,0
03302,2021,自動販売機ねらい,0
03302,2021,自動車盗,1
03302,2021,自転車盗,0
03302,2021,車上ねらい,0
03302,2021,部品ねらい,0
03302,2022,ひったくり,0
03302,2022,オートバイ盗,0
03302,2022,自動販売機ねらい,0
03302,2022,自動車盗,0
03302,2022,自転車盗,0
03302,2022,車上ねらい,0
03302,2022,部品ねらい,0
03302,2023,ひったくり,0
03302,2023,オートバイ盗,0
03302,2023,自動販売機ねらい,1
03302,2023,自動車盗,0
03302,2023,自転車盗,0
03302,2023,車上ねらい,0
03302,2023,部品ねらい,0
03302,2024,ひったくり,0
03302,2024,オートバイ盗,0
03302,2024,自動販売機ねらい,0
03302,2024,自動車盗,0
03302,2024,自転車盗,0
03302,2024,車上ねらい,0
03302,2024,部品ねらい,0
03302,2025,ひったくり,0
03302,2025,オートバイ盗,0
03302,2025,自動販売機ねらい,0
03302,2025,自動車盗,0
03302,2025,自転車盗,0
03302,2025,車上ねらい,0
03302,2025,部品ねらい,0
03303,2016,ひったくり,0
03303,2016,オートバイ盗,0
03303,2016,自動販売機ねらい,0
03303,2016,自動車盗,0
03303,2016,自転車盗,0
03303,2016,車上ねらい,0
03303,2016,部品ねらい,0
03303,2017,ひったくり,0
03303,2017,オートバイ盗,0
03303,2017,自動販売機ねらい,0
03303,2017,自動車盗,0
03303,2017,自転車盗,0
03303,2017,車上ねらい,0
03303,2017,部品ねらい,0
03303,2018,ひったくり,0
03303,2018,オートバイ盗,0
03303,2018,自動販売機ねらい,1
03303,2018,自動車盗,0
03303,2018,自転車盗,1
03303,2018,車上ねらい,0
03303,2018,部品ねらい,0
03303,2019,ひったくり,0
03303,2019,オートバイ盗,0
03303,2019,自動販売機ねらい,0
03303,2019,自動車盗,0
03303,2019,自転車盗,1
03303,2019,車上ねらい,0
03303,2019,部品ねらい,0
03303,2020,ひったくり,0
03303,2020,オートバイ盗,0
03303,2020,自動販売機ねらい,0
03303,2020,自動車盗,0
03303,2020,自転車盗,0
03303,2020,車上ねらい,1
03303,2020,部品ねらい,0
03303,2021,ひったくり,0
03303,2021,オートバイ盗,0
03303,2021,自動販売機ねらい,0
03303,2021,自動車盗,0
03303,2021,自転車盗,0
03303,2021,車上ねらい,1
03303,2021,部品ねらい,0
03303,2022,ひったくり,0
03303,2022,オートバイ盗,0
03303,2022,自動販売機ねらい,0
03303,2022,自動車盗,0
03303,2022,自転車盗,2
03303,2022,車上ねらい,0
03303,2022,部品ねらい,0
03303,2023,ひったくり,0
03303,2023,オートバイ盗,0
03303,2023,自動販売機ねらい,0
03303,2023,自動車盗,0
03303,2023,自転車盗,0
03303,2023,車上ねらい,1
03303,2023,部品ねらい,0
03303,2024,ひったくり,0
03303,2024,オートバイ盗,0
03303,2024,自動販売機ねらい,0
03303,2024,自動車盗,0
03303,2024,自転車盗,0
03303,2024,車上ねらい,1
03303,2024,部品ねらい,0
03303,2025,ひったくり,0
03303,2025,オートバイ盗,0
03303,2025,自動販売機ねらい,1
03303,2025,自動車盗,0
03303,2025,自転車盗,2
03303,2025,車上ねらい,0
03303,2025,部品ねらい,0
03321,2016,ひったくり,0
03321,2016,オートバイ盗,0
03321,2016,自動販売機ねらい,0
03321,2016,自動車盗,0
03321,2016,自転車盗,0
03321,2016,車上ねらい,0
03321,2016,部品ねらい,0
03321,2017,ひったくり,0
03321,2017,オートバイ盗,0
03321,2017,自動販売機ねらい,0
03321,2017,自動車盗,0
03321,2017,自転車盗,0
03321,2017,車上ねらい,1
03321,2017,部品ねらい,0
03321,2018,ひったくり,0
03321,2018,オートバイ盗,0
03321,2018,自動販売機ねらい,1
03321,2018,自動車盗,0
03321,2018,自転車盗,8
03321,2018,車上ねらい,5
03321,2018,部品ねらい,1
03321,2019,ひったくり,0
03321,2019,オートバイ盗,0
03321,2019,自動販売機ねらい,0
03321,2019,自動車盗,0
03321,2019,自転車盗,5
03321,2019,車上ねらい,2
03321,2019,部品ねらい,0
03321,2020,ひったくり,0
03321,2020,オートバイ盗,0
03321,2020,自動販売機ねらい,0
03321,2020,自動車盗,0
03321,2020,自転車盗,9
03321,2020,車上ねらい,3
03321,2020,部品ねらい,0
03321,2021,ひったくり,0
03321,2021,オートバイ盗,0
03321,2021,自動販売機ねらい,0
03321,2021,自動車盗,0
03321,2021,自転車盗,9
03321,2021,車上ねらい,1
03321,2021,部品ねらい,0
03321,2022,ひったくり,0
03321,2022,オートバイ盗,0
03321,2022,自動販売機ねらい,1
03321,2022,自動車盗,1
03321,2022,自転車盗,3
03321,2022,車上ねらい,0
03321,2022,部品ねらい,0
03321,2023,ひったくり,0
03321,2023,オートバイ盗,1
03321,2023,自動販売機ねらい,0
03321,2023,自動車盗,0
03321,2023,自転車盗,7
03321,2023,車上ねらい,0
03321,2023,部品ねらい,0
03321,2024,ひったくり,0
03321,2024,オートバイ盗,0
03321,2024,自動販売機ねらい,0
03321,2024,自動車盗,1
03321,2024,自転車盗,11
03321,2024,車上ねらい,2
03321,2024,部品ねらい,0
03321,2025,ひったくり,0
03321,2025,オートバイ盗,0
03321,2025,自動販売機ねらい,0
03321,2025,自動車盗,0
03321,2025,自転車盗,9
03321,2025,車上ねらい,1
03321,2025,部品ねらい,2
03322,2016,ひったくり,0
03322,2016,オートバイ盗,0
03322,2016,自動販売機ねらい,0
03322,2016,自動車盗,0
03322,2016,自転車盗,0
03322,2016,車上ねらい,0
03322,2016,部品ねらい,0
03322,2017,ひったくり,0
03322,2017,オートバイ盗,0
03322,2017,自動販売機ねらい,0
03322,2017,自動車盗,0
03322,2017,自転車盗,0
03322,2017,車上ねらい,0
03322,2017,部品ねらい,0
03322,2018,ひったくり,0
03322,2018,オートバイ盗,0
03322,2018,自動販売機ねらい,0
03322,2018,自動車盗,0
03322,2018,自転車盗,11
03322,2018,車上ねらい,5
03322,2018,部品ねらい,1
03322,2019,ひったくり,0
03322,2019,オートバイ盗,0
03322,2019,自動販売機ねらい,0
03322,2019,自動車盗,0
03322,2019,自転車盗,23
03322,2019,車上ねらい,4
03322,2019,部品ねらい,1
03322,2020,ひったくり,0
03322,2020,オートバイ盗,0
03322,2020,自動販売機ねらい,1
03322,2020,自動車盗,0
03322,2020,自転車盗,14
03322,2020,車上ねらい,5
03322,2020,部品ねらい,0
03322,2021,ひったくり,0
03322,2021,オートバイ盗,0
03322,2021,自動販売機ねらい,0
03322,2021,自動車盗,0
03322,2021,自転車盗,14
03322,2021,車上ねらい,3
03322,2021,部品ねらい,0
03322,2022,ひったくり,0
03322,2022,オートバイ盗,0
03322,2022,自動販売機ねらい,0
03322,2022,自動車盗,1
03322,2022,自転車盗,15
03322,2022,車上ねらい,1
03322,2022,部品ねらい,1
03322,2023,ひったくり,0
03322,2023,オートバイ盗,0
03322,2023,自動販売機ねらい,0
03322,2023,自動車盗,1
03322,2023,自転車盗,7
03322,2023,車上ねらい,3
03322,2023,部品ねらい,1
03322,2024,ひったくり,0
03322,2024,オートバイ盗,0
03322,2024,自動販売機ねらい,0
03322,2024,自動車盗,0
03322,2024,自転車盗,27
03322,2024,車上ねらい,1
03322,2024,部品ねらい,1
03322,2025,ひったくり,0
03322,2025,オートバイ盗,1
03322,2025,自動販売機ねらい,2
03322,2025,自動車盗,1
03322,2025,自転車盗,17
03322,2025,車上ねらい,3
03322,2025,部品ねらい,1
03366,2016,ひったくり,0
03366,2016,オートバイ盗,0
03366,2016,自動販売機ねらい,0
03366,2016,自動車盗,0
03366,2016,自転車盗,0
03366,2016,車上ねらい,0
03366,2016,部品ねらい,0
03366,2017,ひったくり,0
03366,2017,オートバイ盗,0
03366,2017,自動販売機ねらい,0
03366,2017,自動車盗,0
03366,2017,自転車盗,0
03366,2017,車上ねらい,0
03366,2017,部品ねらい,0
03366,2018,ひったくり,0
03366,2018,オートバイ盗,0
03366,2018,自動販売機ねらい,0
03366,2018,自動車盗,0
03366,2018,自転車盗,0
03366,2018,車上ねらい,0
03366,2018,部品ねらい,0
03366,2019,ひったくり,0
03366,2019,オートバイ盗,0
03366,2019,自動販売機ねらい,0
03366,2019,自動車盗,0
03366,2019,自転車盗,0
03366,2019,車上ねらい,0
03366,2019,部品ねらい,0
03366,2020,ひったくり,0
03366,2020,オートバイ盗,0
03366,2020,自動販売機ねらい,0
03366,2020,自動車盗,0
03366,2020,自転車盗,0
03366,2020,車上ねらい,0
03366,2020,部品ねらい,0
03366,2021,ひったくり,0
03366,2021,オートバイ盗,0
03366,2021,自動販売機ねらい,0
03366,2021,自動車盗,0
03366,2021,自転車盗,0
03366,2021,車上ねらい,1
03366,2021,部品ねらい,0
03366,2022,ひったくり,0
03366,2022,オートバイ盗,0
03366,2022,自動販売機ねらい,0
03366,2022,自動車盗,0
03366,2022,自転車盗,0
03366,2022,車上ねらい,0
03366,2022,部品ねらい,0
03366,2023,ひったくり,0
03366,2023,オートバイ盗,0
03366,2023,自動販売機ねらい,0
03366,2023,自動車盗,0
03366,2023,自転車盗,0
03366,2023,車上ねらい,1
03366,2023,部品ねらい,0
03366,2024,ひったくり,0
03366,2024,オートバイ盗,0
03366,2024,自動販売機ねらい,0
03366,2024,自動車盗,0
03366,2024,自転車盗,0
03366,2024,車上ねらい,1
03366,2024,部品ねらい,0
03366,2025,ひったくり,0
03366,2025,オートバイ盗,0
03366,2025,自動販売機ねらい,0
03366,2025,自動車盗,0
03366,2025,自転車盗,0
03366,2025,車上ねらい,1
03366,2025,部品ねらい,0
03381,2016,ひったくり,0
03381,2016,オートバイ盗,0
03381,2016,自動販売機ねらい,0
03381,2016,自動車盗,0
03381,2016,自転車盗,0
03381,2016,車上ねらい,0
03381,2016,部品ねらい,0
03381,2017,ひったくり,0
03381,2017,オートバイ盗,0
03381,2017,自動販売機ねらい,0
03381,2017,自動車盗,0
03381,2017,自転車盗,0
03381,2017,車上ねらい,0
03381,2017,部品ねらい,0
03381,2018,ひったくり,0
03381,2018,オートバイ盗,0
03381,2018,自動販売機ねらい,0
03381,2018,自動車盗,0
03381,2018,自転車盗,2
03381,2018,車上ねらい,1
03381,2018,部品ねらい,3
03381,2019,ひったくり,0
03381,2019,オートバイ盗,0
03381,2019,自動販売機ねらい,1
03381,2019,自動車盗,0
03381,2019,自転車盗,3
03381,2019,車上ねらい,4
03381,2019,部品ねらい,0
03381,2020,ひったくり,0
03381,2020,オートバイ盗,0
03381,2020,自動販売機ねらい,1
03381,2020,自動車盗,1
03381,2020,自転車盗,2
03381,2020,車上ねらい,0
03381,2020,部品ねらい,0
03381,2021,ひったくり,0
03381,2021,オートバイ盗,0
03381,2021,自動販売機ねらい,0
03381,2021,自動車盗,0
03381,2021,自転車盗,5
03381,2021,車上ねらい,2
03381,2021,部品ねらい,0
03381,2022,ひったくり,0
03381,2022,オートバイ盗,0
03381,2022,自動販売機ねらい,1
03381,2022,自動車盗,0
03381,2022,自転車盗,3
03381,2022,車上ねらい,1
03381,2022,部品ねらい,1
03381,2023,ひったくり,0
03381,2023,オートバイ盗,0
03381,2023,自動販売機ねらい,0
03381,2023,自動車盗,0
03381,2023,自転車盗,5
03381,2023,車上ねらい,0
03381,2023,部品ねらい,0
03381,2024,ひったくり,0
03381,2024,オートバイ盗,0
03381,2024,自動販売機ねらい,0
03381,2024,自動車盗,0
03381,2024,自転車盗,5
03381,2024,車上ねらい,2
03381,2024,部品ねらい,1
03381,2025,ひったくり,0
03381,2025,オートバイ盗,0
03381,2025,自動販売機ねらい,0
03381,2025,自動車盗,0
03381,2025,自転車盗,9
03381,2025,車上ねらい,0
03381,2025,部品ねらい,0
03402,2016,ひったくり,0
03402,2016,オートバイ盗,0
03402,2016,自動販売機ねらい,0
03402,2016,自動車盗,0
03402,2016,自転車盗,0
03402,2016,車上ねらい,0
03402,2016,部品ねらい,0
03402,2017,ひったくり,0
03402,2017,オートバイ盗,0
03402,2017,自動販売機ねらい,0
03402,2017,自動車盗,0
03402,2017,自転車盗,0
03402,2017,車上ねらい,0
03402,2017,部品ねらい,0
03402,2018,ひったくり,0
03402,2018,オートバイ盗,0
03402,2018,自動販売機ねらい,0
03402,2018,自動車盗,0
03402,2018,自転車盗,0
03402,2018,車上ねらい,0
03402,2018,部品ねらい,0
03402,2019,ひったくり,0
03402,2019,オートバイ盗,0
03402,2019,自動販売機ねらい,1
03402,2019,自動車盗,0
03402,2019,自転車盗,0
03402,2019,車上ねらい,1
03402,2019,部品ねらい,0
03402,2020,ひったくり,0
03402,2020,オートバイ盗,1
03402,2020,自動販売機ねらい,0
03402,2020,自動車盗,0
03402,2020,自転車盗,1
03402,2020,車上ねらい,1
03402,2020,部品ねらい,0
03402,2021,ひったくり,0
03402,2021,オートバイ盗,0
03402,2021,自動販売機ねらい,0
03402,2021,自動車盗,0
03402,2021,自転車盗,3
03402,2021,車上ねらい,0
03402,2021,部品ねらい,0
03402,2022,ひったくり,0
03402,2022,オートバイ盗,0
03402,2022,自動販売機ねらい,0
03402,2022,自動車盗,0
03402,2022,自転車盗,2
03402,2022,車上ねらい,0
03402,2022,部品ねらい,0
03402,2023,ひったくり,0
03402,2023,オートバイ盗,0
03402,2023,自動販売機ねらい,0
03402,2023,自動車盗,0
03402,2023,自転車盗,1
03402,2023,車上ねらい,1
03402,2023,部品ねらい,0
03402,2024,ひったくり,0
03402,2024,オートバイ盗,0
03402,2024,自動販売機ねらい,0
03402,2024,自動車盗,0
03402,2024,自転車盗,0
03402,2024,車上ねらい,1
03402,2024,部品ねらい,1
03402,2025,ひったくり,0
03402,2025,オートバイ盗,0
03402,2025,自動販売機ねらい,0
03402,2025,自動車盗,0
03402,2025,自転車盗,1
03402,2025,車上ねらい,1
03402,2025,部品ねらい,0
03441,2016,ひったくり,0
03441,2016,オートバイ盗,0
03441,2016,自動販売機ねらい,0
03441,2016,自動車盗,0
03441,2016,自転車盗,0
03441,2016,車上ねらい,0
03441,2016,部品ねらい,0
03441,2017,ひったくり,0
03441,2017,オートバイ盗,0
03441,2017,自動販売機ねらい,0
03441,2017,自動車盗,0
03441,2017,自転車盗,0
03441,2017,車上ねらい,0
03441,2017,部品ねらい,0
03441,2018,ひったくり,0
03441,2018,オートバイ盗,0
03441,2018,自動販売機ねらい,0
03441,2018,自動車盗,0
03441,2018,自転車盗,0
03441,2018,車上ねらい,0
03441,2018,部品ねらい,0
03441,2019,ひったくり,0
03441,2019,オートバイ盗,0
03441,2019,自動販売機ねらい,0
03441,2019,自動車盗,0
03441,2019,自転車盗,0
03441,2019,車上ねらい,0
03441,2019,部品ねらい,0
03441,2020,ひったくり,0
03441,2020,オートバイ盗,0
03441,2020,自動販売機ねらい,0
03441,2020,自動車盗,1
03441,2020,自転車盗,0
03441,2020,車上ねらい,0
03441,2020,部品ねらい,0
03441,2021,ひったくり,0
03441,2021,オートバイ盗,0
03441,2021,自動販売機ねらい,0
03441,2021,自動車盗,0
03441,2021,自転車盗,0
03441,2021,車上ねらい,0
03441,2021,部品ねらい,0
03441,2022,ひったくり,0
03441,2022,オートバイ盗,0
03441,2022,自動販売機ねらい,0
03441,2022,自動車盗,0
03441,2022,自転車盗,0
03441,2022,車上ねらい,0
03441,2022,部品ねらい,0
03441,2023,ひったくり,0
03441,2023,オートバイ盗,0
03441,2023,自動販売機ねらい,0
03441,2023,自動車盗,0
03441,2023,自転車盗,0
03441,2023,車上ねらい,0
03441,2023,部品ねらい,0
03441,2024,ひったくり,0
03441,2024,オートバイ盗,0
03441,2024,自動販売機ねらい,0
03441,2024,自動車盗,0
03441,2024,自転車盗,0
03441,2024,車上ねらい,0
03441,2024,部品ねらい,0
03441,2025,ひったくり,0
03441,2025,オートバイ盗,0
03441,2025,自動販売機ねらい,0
03441,2025,自動車盗,0
03441,2025,自転車盗,0
03441,2025,車上ねらい,0
03441,2025,部品ねらい,0
03461,2016,ひったくり,0
03461,2016,オートバイ盗,0
03461,2016,自動販売機ねらい,0
03461,2016,自動車盗,0
03461,2016,自転車盗,0
03461,2016,車上ねらい,0
03461,2016,部品ねらい,0
03461,2017,ひったくり,0
03461,2017,オートバイ盗,0
03461,2017,自動販売機ねらい,0
03461,2017,自動車盗,0
03461,2017,自転車盗,0
03461,2017,車上ねらい,0
03461,2017,部品ねらい,0
03461,2018,ひったくり,0
03461,2018,オートバイ盗,0
03461,2018,自動販売機ねらい,0
03461,2018,自動車盗,0
03461,2018,自転車盗,0
03461,2018,車上ねらい,0
03461,2018,部品ねらい,1
03461,2019,ひったくり,0
03461,2019,オートバイ盗,0
03461,2019,自動販売機ねらい,0
03461,2019,自動車盗,0
03461,2019,自転車盗,0
03461,2019,車上ねらい,0
03461,2019,部品ねらい,0
03461,2020,ひったくり,0
03461,2020,オートバイ盗,0
03461,2020,自動販売機ねらい,0
03461,2020,自動車盗,0
03461,2020,自転車盗,0
03461,2020,車上ねらい,2
03461,2020,部品ねらい,0
03461,2021,ひったくり,0
03461,2021,オートバイ盗,0
03461,2021,自動販売機ねらい,0
03461,2021,自動車盗,0
03461,2021,自転車盗,2
03461,2021,車上ねらい,0
03461,2021,部品ねらい,0
03461,2022,ひったくり,0
03461,2022,オートバイ盗,0
03461,2022,自動販売機ねらい,0
03461,2022,自動車盗,0
03461,2022,自転車盗,0
03461,2022,車上ねらい,1
03461,2022,部品ねらい,2
03461,2023,ひったくり,0
03461,2023,オートバイ盗,0
03461,2023,自動販売機ねらい,0
03461,2023,自動車盗,0
03461,2023,自転車盗,5
03461,2023,車上ねらい,0
03461,2023,部品ねらい,0
03461,2024,ひったくり,0
03461,2024,オートバイ盗,0
03461,2024,自動販売機ねらい,0
03461,2024,自動車盗,0
03461,2024,自転車盗,1
03461,2024,車上ねらい,0
03461,2024,部品ねらい,0
03461,2025,ひったくり,0
03461,2025,オートバイ盗,0
03461,2025,自動販売機ねらい,0
03461,2025,自動車盗,0
03461,2025,自転車盗,0
03461,2025,車上ねらい,0
03461,2025,部品ねらい,0
03482,2016,ひったくり,0
03482,2016,オートバイ盗,0
03482,2016,自動販売機ねらい,0
03482,2016,自動車盗,0
03482,2016,自転車盗,0
03482,2016,車上ねらい,0
03482,2016,部品ねらい,0
03482,2017,ひったくり,0
03482,2017,オートバイ盗,0
03482,2017,自動販売機ねらい,0
03482,2017,自動車盗,0
03482,2017,自転車盗,0
03482,2017,車上ねらい,0
03482,2017,部品ねらい,0
03482,2018,ひったくり,0
03482,2018,オートバイ盗,0
03482,2018,自動販売機ねらい,0
03482,2018,自動車盗,0
03482,2018,自転車盗,1
03482,2018,車上ねらい,0
03482,2018,部品ねらい,0
03482,2019,ひったくり,0
03482,2019,オートバイ盗,0
03482,2019,自動販売機ねらい,0
03482,2019,自動車盗,0
03482,2019,自転車盗,0
03482,2019,車上ねらい,1
03482,2019,部品ねらい,0
03482,2020,ひったくり,0
03482,2020,オートバイ盗,0
03482,2020,自動販売機ねらい,0
03482,2020,自動車盗,0
03482,2020,自転車盗,1
03482,2020,車上ねらい,2
03482,2020,部品ねらい,2
03482,2021,ひったくり,0
03482,2021,オートバイ盗,0
03482,2021,自動販売機ねらい,0
03482,2021,自動車盗,0
03482,2021,自転車盗,0
03482,2021,車上ねらい,2
03482,2021,部品ねらい,0
03482,2022,ひったくり,0
03482,2022,オートバイ盗,0
03482,2022,自動販売機ねらい,0
03482,2022,自動車盗,0
03482,2022,自転車盗,3
03482,2022,車上ねらい,0
03482,2022,部品ねらい,0
03482,2023,ひったくり,0
03482,2023,オートバイ盗,0
03482,2023,自動販売機ねらい,0
03482,2023,自動車盗,0
03482,2023,自転車盗,3
03482,2023,車上ねらい,0
03482,2023,部品ねらい,0
03482,2024,ひったくり,0
03482,2024,オートバイ盗,0
03482,2024,自動販売機ねらい,0
03482,2024,自動車盗,1
03482,2024,自転車盗,0
03482,2024,車上ねらい,0
03482,2024,部品ねらい,0
03482,2025,ひったくり,0
03482,2025,オートバイ盗,1
03482,2025,自動販売機ねらい,0
03482,2025,自動車盗,0
03482,2025,自転車盗,0
03482,2025,車上ねらい,1
03482,2025,部品ねらい,0
03483,2016,ひったくり,0
03483,2016,オートバイ盗,0
03483,2016,自動販売機ねらい,0
03483,2016,自動車盗,0
03483,2016,自転車盗,0
03483,2016,車上ねらい,0
03483,2016,部品ねらい,0
03483,2017,ひったくり,0
03483,2017,オートバイ盗,0
03483,2017,自動販売機ねらい,0
03483,2017,自動車盗,0
03483,2017,自転車盗,0
03483,2017,車上ねらい,0
03483,2017,部品ねらい,0
03483,2018,ひったくり,0
03483,2018,オートバイ盗,0
03483,2018,自動販売機ねらい,0
03483,2018,自動車盗,0
03483,2018,自転車盗,0
03483,2018,車上ねらい,0
03483,2018,部品ねらい,0
03483,2019,ひったくり,0
03483,2019,オートバイ盗,0
03483,2019,自動販売機ねらい,0
03483,2019,自動車盗,0
03483,2019,自転車盗,0
03483,2019,車上ねらい,2
03483,2019,部品ねらい,0
03483,2020,ひったくり,0
03483,2020,オートバイ盗,0
03483,2020,自動販売機ねらい,0
03483,2020,自動車盗,0
03483,2020,自転車盗,0
03483,2020,車上ねらい,0
03483,2020,部品ねらい,0
03483,2021,ひったくり,0
03483,2021,オートバイ盗,0
03483,2021,自動販売機ねらい,0
03483,2021,自動車盗,0
03483,2021,自転車盗,0
03483,2021,車上ねらい,1
03483,2021,部品ねらい,0
03483,2022,ひったくり,0
03483,2022,オートバイ盗,0
03483,2022,自動販売機ねらい,0
03483,2022,自動車盗,1
03483,2022,自転車盗,0
03483,2022,車上ねらい,0
03483,2022,部品ねらい,0
03483,2023,ひったくり,0
03483,2023,オートバイ盗,0
03483,2023,自動販売機ねらい,0
03483,2023,自動車盗,0
03483,2023,自転車盗,0
03483,2023,車上ねらい,0
03483,2023,部品ねらい,0
03483,2024,ひったくり,0
03483,2024,オートバイ盗,0
03483,2024,自動販売機ねらい,0
03483,2024,自動車盗,0
03483,2024,自転車盗,0
03483,2024,車上ねらい,1
03483,2024,部品ねらい,0
03483,2025,ひったくり,0
03483,2025,オートバイ盗,0
03483,2025,自動販売機ねらい,0
03483,2025,自動車盗,0
03483,2025,自転車盗,0
03483,2025,車上ねらい,0
03483,2025,部品ねらい,0
03484,2016,ひったくり,0
03484,2016,オートバイ盗,0
03484,2016,自動販売機ねらい,0
03484,2016,自動車盗,0
03484,2016,自転車盗,0
03484,2016,車上ねらい,0
03484,2016,部品ねらい,0
03484,2017,ひったくり,0
03484,2017,オートバイ盗,0
03484,2017,自動販売機ねらい,0
03484,2017,自動車盗,0
03484,2017,自転車盗,0
03484,2017,車上ねらい,0
03484,2017,部品ねらい,0
03484,2018,ひったくり,0
03484,2018,オートバイ盗,0
03484,2018,自動販売機ねらい,0
03484,2018,自動車盗,0
03484,2018,自転車盗,0
03484,2018,車上ねらい,1
03484,2018,部品ねらい,1
03484,2019,ひったくり,0
03484,2019,オートバイ盗,0
03484,2019,自動販売機ねらい,0
03484,2019,自動車盗,0
03484,2019,自転車盗,0
