code,year,fiscal_index,current_ratio,debt_ratio,revenue,expenditure,bond_balance,local_grant,staff
03507,2011,0.21,88.6,11.5,14866805,13696338,11934460,6157834,176
03507,2012,0.20,89.3,10.5,14593962,13683107,12601179,5856874,183
03507,2013,0.21,89.9,10.2,16192710,15606538,13279907,5843426,171
03507,2014,0.21,89.9,9.5,14510524,13655677,14496251,5605091,168
03507,2015,0.23,90.9,9.6,12592365,11952958,14574461,5740089,159
03507,2016,0.23,91.1,9.9,12167026,11808659,14712143,5219461,160
03507,2017,0.24,90.8,11.0,11529612,11188490,14513841,5150667,169
03507,2018,0.25,91.6,11.8,11863187,11494053,13912898,5012285,167
03507,2019,0.26,91.5,12.6,11615016,11013339,13214912,5559758,168
03507,2020,0.26,85.8,12.2,13787524,12965120,12796945,5684964,172
03507,2021,0.26,90.3,11.6,12431194,11859524,12247508,5451552,176
03507,2022,0.26,90.3,11.4,11260951,11148745,11081432,5316759,174
03524,2010,0.30,82.7,12.4,9523497,8633218,9682182,3573335,101
03524,2011,0.29,87.0,12.4,8910772,8605406,9090116,3516054,100
03524,2012,0.28,85.0,11.7,8625588,8297940,8841918,3444809,98
03524,2013,0.30,85.6,10.6,9493203,9163933,8578207,3414141,99
03524,2014,0.31,87.9,9.3,9092078,8747156,8288281,3299267,97
03524,2015,0.32,88.5,8.3,8626806,8271793,7965845,3377192,97
03524,2016,0.33,87.0,7.5,8429642,7980409,7872452,3281923,94
03524,2017,0.33,92.0,7.7,8587237,8261242,7892628,3156381,94
03524,2018,0.34,93.3,8.4,8159712,7788776,7433297,3202624,95
03524,2019,0.34,93.6,8.9,8916649,8581726,7209070,3242588,94
03524,2020,0.34,92.3,8.7,10527168,10118365,7222930,3290083,95
03524,2021,0.34,87.0,7.8,10241030,9747936,7272502,3503765,97
03524,2022,0.34,91.9,6.7,9808998,9364841,7265934,3559277,103
